,incident_id,mine_type,mine_location,country,worker_age,years_experience,employment_type,job_title,gender,incident_date,day_of_week,incident_time,shift_type,hours_into_shift,equipment_involved,task_at_incident,injury_mechanism,injury_type,body_part_injured,injury_severity,ppe_worn
2472,INC-CDA9B686,artisanal,surface,south_africa,22,2.1,operator,other,male,2022-12-08,friday,12.61,morning,5.5,components_parts,other,falling,laceration,foot_lower_leg,days_away,none
2473,INC-7B709A9B,formal_small,surface,south_africa,45,18.5,operator,supervisor,male,2024-11-19,thursday,10.01,morning,7.8,none,operating_equipment,trapped_between,amputation,hand_finger,restricted_work,partial
2474,INC-3559CAD9,formal_small,surface,ethiopia,52,15.7,operator,laborer,male,2022-01-29,saturday,16.24,evening,8.5,haul_truck,lifting_lowering,struck_by_object,laceration,hand_finger,fatality,full
2475,INC-589332B6,formal_large,surface,tanzania,47,12.6,operator,laborer,male,2024-11-02,sunday,12.37,morning,0.0,none,other,fall_slip,laceration,foot_lower_leg,fatality,full
2476,INC-E9922A4B,formal_large,surface,tanzania,50,32.0,operator,laborer,male,2023-02-28,friday,10.28,morning,5.8,haul_truck,maintenance_repair,fall_slip,laceration,multiple,days_away,none
2477,INC-4136A64A,formal_large,surface,ethiopia,40,10.1,operator,truck_operator,male,2021-09-06,thursday,10.26,morning,1.0,components_parts,maintenance_repair,other,amputation,multiple,fatality,partial
2478,INC-96418FB0,formal_small,surface,other,48,24.7,operator,truck_operator,male,2024-05-18,sunday,11.11,morning,2.3,haul_truck,other,other,fracture,multiple,permanent_disability,none
2479,INC-B9F03DB8,artisanal,underground,zimbabwe,31,6.2,operator,supervisor,male,2020-01-16,wednesday,3.2,night,6.0,rock_drill,drilling,other,contusion,hand_finger,days_away,none
2480,INC-019465F4,formal_small,surface,other,41,7.9,operator,truck_operator,male,2023-10-27,wednesday,10.14,morning,7.0,mobile_equipment,other,hit_by_moving,amputation,multiple,first_aid,full
2481,INC-A97EF90B,formal_large,underground,ethiopia,38,17.1,operator,other,male,2021-12-28,tuesday,13.85,morning,7.3,components_parts,other,other,other,multiple,temporary_disability,none
2482,INC-6FEB87F5,formal_large,surface,south_africa,61,30.7,operator,laborer,male,2023-07-30,thursday,12.42,morning,7.7,mobile_equipment,other,other,laceration,head_face,fatality,partial
2483,INC-859C3C8A,formal_large,underground,drc,20,2.0,operator,mechanic_repairman,male,2020-02-17,friday,11.69,morning,6.8,earth_moving,barring_scaling,hit_by_moving,laceration,torso,permanent_disability,full
2484,INC-F906892E,artisanal,surface,ethiopia,32,4.3,operator,welder,male,2024-07-10,wednesday,14.42,evening,2.8,mobile_equipment,directing_equipment,pit_collapse,abrasion,hand_finger,temporary_disability,none
2485,INC-B40C49E3,formal_small,underground,tanzania,25,7.0,operator,driller,male,2020-09-18,friday,12.05,morning,9.7,components_parts,other,hit_by_moving,contusion,torso,days_away,partial
2486,INC-9705EF01,artisanal,surface,south_africa,29,2.5,contractor,other,male,2023-01-11,tuesday,10.9,morning,8.6,mobile_equipment,operating_equipment,struck_by_object,laceration,multiple,restricted_work,none
2487,INC-3840C362,artisanal,surface,ghana,33,11.0,operator,mechanic_repairman,female,2021-02-13,saturday,12.63,morning,1.6,components_parts,lifting_lowering,falling,fracture,hand_finger,fatality,none
2488,INC-85D56CD5,formal_large,surface,other,46,14.0,operator,truck_operator,male,2024-08-14,wednesday,12.0,morning,9.9,hand_tools,other,struck_by_object,laceration,hand_finger,first_aid,full
2489,INC-1CA9EB10,artisanal,surface,south_africa,32,6.4,operator,mechanic_repairman,male,2024-03-12,friday,11.59,morning,10.5,haul_truck,directing_equipment,falling,fracture,head_face,days_away,none
2490,INC-32AE65A9,artisanal,underground,south_africa,23,7.0,contractor,other,male,2024-03-07,thursday,12.15,morning,3.4,none,barring_scaling,other,laceration,multiple,restricted_work,none
2491,INC-58158643,formal_small,underground,ghana,40,15.5,operator,other,male,2021-11-16,wednesday,0.03,night,5.2,earth_moving,other,struck_by_rock,other,foot_lower_leg,fatality,full
2492,INC-7A09007B,formal_large,underground,zimbabwe,29,11.0,operator,blaster,male,2020-11-27,thursday,1.68,night,1.0,none,other,hit_by_moving,laceration,foot_lower_leg,first_aid,full
2493,INC-A1428199,artisanal,surface,drc,39,4.4,operator,supervisor,male,2020-01-16,friday,13.65,morning,4.6,light_vehicle,lifting_lowering,pit_collapse,abrasion,torso,fatality,none
2494,INC-75A74DF8,artisanal,underground,ethiopia,29,12.5,operator,blaster,male,2021-01-05,saturday,12.6,morning,3.8,components_parts,drilling,fall_from_height,fracture,multiple,first_aid,none
2495,INC-8F2DCC6D,formal_small,underground,other,32,14.0,operator,supervisor,female,2023-03-08,friday,12.67,morning,2.6,earth_moving,charging_up,fall_from_height,multiple,head_face,days_away,full
2496,INC-A03FC842,formal_small,surface,zimbabwe,34,16.0,operator,welder,male,2021-09-14,friday,11.0,morning,5.8,haul_truck,directing_equipment,other,contusion,upper_extremity,fatality,none
2497,INC-8AE9ABFD,formal_large,surface,ghana,51,14.3,operator,laborer,male,2020-05-08,monday,11.07,morning,3.0,components_parts,operating_equipment,fall_slip,fracture,foot_lower_leg,fatality,partial
2498,INC-DDAC1D05,artisanal,surface,south_africa,42,8.6,operator,laborer,male,2024-12-29,thursday,14.82,evening,4.4,components_parts,cleaning_clearing,falling,abrasion,multiple,fatality,none
2499,INC-A92E7732,formal_small,surface,south_africa,54,21.7,operator,mechanic_repairman,male,2024-06-20,sunday,12.29,morning,9.6,mobile_equipment,cleaning_clearing,hit_by_moving,burns,torso,days_away,full
2500,INC-6149761A,formal_large,surface,tanzania,58,19.1,contractor,supervisor,male,2022-03-10,wednesday,10.87,morning,7.7,components_parts,other,other,multiple,multiple,fatality,partial
2501,INC-ABF3768F,artisanal,underground,south_africa,33,17.0,operator,blaster,female,2021-03-24,friday,10.44,morning,9.0,drill_rig,other,hit_by_moving,laceration,upper_extremity,temporary_disability,none
2502,INC-CE629758,artisanal,surface,south_africa,44,4.6,operator,supervisor,male,2022-03-24,monday,12.79,morning,2.2,haul_truck,lifting_lowering,other,abrasion,multiple,restricted_work,none
2503,INC-0BF47F8C,artisanal,surface,other,39,4.6,operator,laborer,male,2021-03-10,friday,10.35,morning,7.9,mobile_equipment,cleaning_clearing,struck_by_object,laceration,hand_finger,restricted_work,none
2504,INC-2B79BCC2,formal_large,surface,ethiopia,27,9.0,operator,truck_operator,male,2020-05-12,friday,13.95,morning,4.0,haul_truck,other,hit_by_moving,burns,upper_extremity,restricted_work,full
2505,INC-7549CB14,formal_large,underground,south_africa,30,12.0,operator,other,male,2021-12-26,thursday,13.73,morning,6.1,earth_moving,other,fall_from_height,other,upper_extremity,days_away,none
2506,INC-226EC4AD,artisanal,underground,tanzania,32,10.3,operator,driller,male,2020-10-25,friday,11.65,morning,4.2,earth_moving,other,other,other,upper_extremity,fatality,none
2507,INC-15DFB32B,artisanal,underground,zimbabwe,25,9.0,operator,supervisor,male,2020-07-15,tuesday,4.04,night,5.2,none,other,falling_object,laceration,multiple,days_away,none
2508,INC-89E5C264,formal_small,surface,other,29,11.0,operator,laborer,male,2024-11-30,friday,10.78,morning,5.6,components_parts,operating_equipment,trapped_between,multiple,torso,days_away,full
2509,INC-65F7998E,artisanal,surface,tanzania,25,5.1,operator,laborer,female,2020-02-12,wednesday,13.01,morning,5.6,mobile_equipment,other,other,fracture,hand_finger,first_aid,none
2510,INC-DCFF0BD6,formal_small,surface,south_africa,55,21.3,contractor,other,male,2024-02-22,wednesday,10.47,morning,0.7,none,maintenance_repair,other,burns,foot_lower_leg,restricted_work,partial
2511,INC-01E6DBC5,formal_small,surface,south_africa,46,28.0,operator,mechanic_repairman,male,2024-07-27,tuesday,10.44,morning,1.8,mobile_equipment,cleaning_clearing,hit_by_moving,multiple,hand_finger,days_away,full
2512,INC-E501C074,formal_large,surface,ghana,43,19.1,contractor,other,male,2022-02-28,friday,15.61,evening,1.1,mobile_equipment,maintenance_repair,struck_by_object,fracture,hand_finger,temporary_disability,full
2513,INC-5A764C93,formal_large,surface,tanzania,45,26.3,operator,other,male,2024-04-25,sunday,6.68,morning,9.8,mobile_equipment,lifting_lowering,other,burns,hand_finger,first_aid,full
2514,INC-CACA9E72,formal_large,underground,zimbabwe,42,5.9,contractor,other,male,2022-07-14,wednesday,15.15,evening,11.2,components_parts,other,other,other,foot_lower_leg,fatality,none
2515,INC-09664324,artisanal,surface,tanzania,34,0.9,contractor,truck_operator,male,2024-07-31,friday,12.56,morning,1.1,components_parts,lifting_lowering,struck_by_object,fracture,foot_lower_leg,fatality,none
2516,INC-52BC8598,formal_large,underground,zimbabwe,32,14.0,operator,supervisor,male,2024-02-22,friday,18.0,evening,6.8,none,other,struck_by_rock,fracture,torso,days_away,partial
2517,INC-4212DD2F,formal_large,surface,ghana,47,14.7,operator,laborer,male,2023-05-20,friday,11.14,morning,3.2,mobile_equipment,cleaning_clearing,struck_by_object,laceration,multiple,first_aid,full
2518,INC-B023687A,formal_small,surface,south_africa,41,4.0,operator,truck_operator,male,2022-11-14,friday,12.5,morning,7.9,mobile_equipment,maintenance_repair,struck_by_object,laceration,hand_finger,restricted_work,full
2519,INC-E16214C6,formal_large,surface,south_africa,31,13.0,operator,truck_operator,male,2020-01-24,friday,10.55,morning,2.3,components_parts,operating_equipment,struck_by_object,laceration,foot_lower_leg,days_away,full
2520,INC-C0036545,formal_large,surface,ghana,48,21.4,contractor,laborer,female,2021-05-29,thursday,15.0,evening,11.3,mobile_equipment,operating_equipment,other,contusion,torso,temporary_disability,full
2521,INC-C2B3F3A3,formal_small,surface,ethiopia,38,11.8,operator,mechanic_repairman,female,2024-11-12,saturday,12.99,morning,0.4,mobile_equipment,cleaning_clearing,hit_by_moving,multiple,foot_lower_leg,permanent_disability,full
2522,INC-F0004077,formal_small,surface,other,45,8.4,operator,mechanic_repairman,male,2024-08-09,friday,12.97,morning,4.1,mobile_equipment,cleaning_clearing,other,laceration,hand_finger,temporary_disability,none
2523,INC-0E0E44F7,artisanal,surface,south_africa,31,2.8,operator,laborer,male,2023-07-18,wednesday,9.83,morning,3.7,mobile_equipment,operating_equipment,falling,abrasion,hand_finger,temporary_disability,none
2524,INC-3FD36973,artisanal,surface,tanzania,26,10.0,operator,other,male,2022-06-21,friday,13.38,morning,7.9,mobile_equipment,directing_equipment,other,abrasion,hand_finger,temporary_disability,none
2525,INC-C5B76C49,formal_large,surface,south_africa,41,23.0,operator,mechanic_repairman,male,2022-01-28,wednesday,12.83,morning,0.6,mobile_equipment,cleaning_clearing,fall_slip,contusion,foot_lower_leg,restricted_work,partial
2526,INC-974265BD,artisanal,underground,tanzania,36,6.0,operator,other,male,2022-02-04,tuesday,9.92,morning,2.8,earth_moving,charging_up,other,laceration,foot_lower_leg,temporary_disability,none
2527,INC-353FABAA,artisanal,underground,south_africa,31,15.0,contractor,supervisor,male,2023-08-30,monday,13.46,morning,8.0,none,other,struck_by_rock,fracture,multiple,fatality,none
2528,INC-E07D798D,artisanal,surface,tanzania,36,3.2,operator,mechanic_repairman,female,2021-05-01,thursday,12.78,morning,7.7,components_parts,operating_equipment,falling,contusion,torso,restricted_work,none
2529,INC-9D3241BA,artisanal,surface,south_africa,23,7.0,operator,mechanic_repairman,male,2022-11-01,saturday,14.03,evening,7.4,haul_truck,maintenance_repair,struck_by_object,fracture,head_face,fatality,none
2530,INC-706C7090,artisanal,surface,south_africa,37,10.5,operator,mechanic_repairman,female,2023-02-18,friday,17.33,evening,5.7,mobile_equipment,maintenance_repair,pit_collapse,fracture,hand_finger,days_away,none
2531,INC-B23D20EF,artisanal,surface,ethiopia,34,2.2,contractor,other,male,2023-05-11,wednesday,11.23,morning,2.7,hand_tools,maintenance_repair,pit_collapse,laceration,head_face,fatality,none
2532,INC-BF49E6D9,artisanal,surface,ghana,39,2.3,operator,welder,male,2020-10-30,friday,10.68,morning,8.2,components_parts,maintenance_repair,falling,abrasion,foot_lower_leg,days_away,none
2533,INC-5778E7B7,formal_large,surface,zimbabwe,51,22.2,contractor,laborer,male,2024-02-13,monday,10.49,morning,3.3,light_vehicle,maintenance_repair,trapped_between,laceration,head_face,temporary_disability,full
2534,INC-37F3949C,artisanal,surface,ghana,37,6.1,contractor,welder,male,2022-03-02,friday,13.5,morning,5.6,mobile_equipment,operating_equipment,falling,contusion,upper_extremity,fatality,none
2535,INC-07D3114E,formal_small,underground,other,45,22.0,operator,driller,male,2024-09-05,friday,12.15,morning,11.7,drill_rig,other,struck_by_rock,laceration,head_face,permanent_disability,partial
2536,INC-26C679CB,artisanal,surface,ghana,30,10.9,operator,other,male,2022-03-20,wednesday,10.73,morning,5.9,components_parts,lifting_lowering,pit_collapse,other,upper_extremity,first_aid,none
2537,INC-E6C3B488,formal_small,underground,zimbabwe,34,12.8,operator,other,male,2023-12-25,friday,11.19,morning,6.6,none,other,other,multiple,head_face,days_away,partial
2538,INC-D46E4D06,formal_large,surface,other,46,15.7,operator,welder,male,2020-07-22,friday,13.5,morning,2.6,mobile_equipment,lifting_lowering,other,laceration,torso,fatality,full
2539,INC-72A0826E,formal_small,surface,tanzania,46,28.0,operator,other,female,2024-06-23,saturday,11.62,morning,1.5,mobile_equipment,other,fall_slip,laceration,upper_extremity,days_away,partial
2540,INC-65181B08,formal_small,underground,ghana,47,19.3,operator,driller,male,2020-02-19,tuesday,12.17,morning,0.8,none,walking,falling_object,laceration,upper_extremity,days_away,full
2541,INC-A788BF7E,formal_small,surface,ethiopia,52,33.5,operator,laborer,female,2022-11-02,monday,6.96,morning,5.1,components_parts,other,struck_by_object,multiple,hand_finger,permanent_disability,full
2542,INC-805EF16C,formal_large,surface,south_africa,37,19.0,operator,other,male,2023-09-28,friday,13.45,morning,8.9,haul_truck,maintenance_repair,other,laceration,torso,permanent_disability,full
2543,INC-E4C0021C,formal_large,underground,zimbabwe,49,30.0,operator,laborer,female,2021-09-09,thursday,21.76,evening,5.6,none,charging_up,hit_by_moving,multiple,head_face,temporary_disability,full
2544,INC-5EE90A94,formal_small,surface,ghana,26,5.6,contractor,welder,male,2024-10-12,friday,10.34,morning,2.2,components_parts,other,hit_by_moving,multiple,torso,temporary_disability,full
2545,INC-6D0CAD61,formal_small,surface,drc,41,12.4,operator,other,male,2023-05-07,friday,11.19,morning,0.1,haul_truck,directing_equipment,trapped_between,amputation,hand_finger,first_aid,full
2546,INC-9BF16A29,artisanal,surface,drc,29,9.4,contractor,truck_operator,female,2024-07-05,sunday,12.39,morning,2.1,haul_truck,other,falling,fracture,hand_finger,days_away,partial
2547,INC-72CF0AD0,formal_large,surface,south_africa,40,19.1,operator,laborer,male,2022-10-12,thursday,6.98,morning,9.6,mobile_equipment,other,vehicle_motion,fracture,head_face,days_away,full
2548,INC-D97C819B,formal_large,surface,south_africa,56,16.4,contractor,laborer,male,2023-07-14,monday,13.39,morning,0.7,none,cleaning_clearing,other,amputation,hand_finger,restricted_work,full
2549,INC-B061E492,formal_large,surface,ghana,41,23.0,operator,welder,male,2020-04-12,friday,14.12,evening,7.8,hand_tools,cleaning_clearing,trapped_between,laceration,upper_extremity,permanent_disability,partial
2550,INC-220BF850,formal_small,underground,zimbabwe,48,8.4,operator,driller,male,2020-04-30,monday,13.08,morning,8.4,none,drilling,fall_from_height,laceration,multiple,restricted_work,none
2551,INC-A919A03D,formal_small,surface,ghana,26,8.0,operator,welder,male,2022-11-17,friday,10.95,morning,9.3,mobile_equipment,other,hit_by_moving,multiple,upper_extremity,days_away,full
2552,INC-7E32A2E9,artisanal,surface,ethiopia,43,6.5,operator,mechanic_repairman,male,2021-11-09,saturday,11.55,morning,2.6,light_vehicle,other,struck_by_object,abrasion,upper_extremity,days_away,none
2553,INC-DB1655E7,artisanal,surface,zimbabwe,28,6.4,contractor,other,male,2022-02-01,friday,10.44,morning,11.0,mobile_equipment,cleaning_clearing,struck_by_object,contusion,hand_finger,days_away,none
2554,INC-69CC6E1B,formal_large,surface,other,39,21.0,operator,welder,male,2023-01-26,friday,12.6,morning,1.6,mobile_equipment,operating_equipment,other,amputation,hand_finger,first_aid,full
2555,INC-3208A915,artisanal,underground,ghana,36,1.2,operator,laborer,male,2021-11-05,tuesday,21.86,evening,8.2,rock_drill,walking,fall_from_height,fracture,multiple,days_away,none
2556,INC-1797B780,formal_large,surface,south_africa,34,16.0,operator,mechanic_repairman,male,2024-12-24,thursday,14.94,evening,3.0,none,other,trapped_between,multiple,upper_extremity,first_aid,partial
2557,INC-306C4419,formal_large,surface,ghana,65,15.7,operator,laborer,male,2023-08-15,thursday,12.56,morning,2.4,mobile_equipment,other,struck_by_object,contusion,foot_lower_leg,days_away,full
2558,INC-D580EDC4,formal_small,underground,ethiopia,36,18.0,operator,driller,male,2023-01-08,wednesday,4.04,night,9.8,drill_rig,other,hit_by_moving,contusion,head_face,permanent_disability,full
2559,INC-8148FCF1,formal_large,underground,ghana,43,25.0,operator,other,male,2024-06-04,friday,2.06,night,4.3,drill_rig,other,fall_from_height,fracture,foot_lower_leg,first_aid,none
2560,INC-144CA214,artisanal,underground,ghana,28,3.8,operator,other,male,2020-02-13,wednesday,0.74,night,10.5,none,drilling,falling_object,fracture,hand_finger,days_away,none
2561,INC-6A9D14B3,artisanal,surface,ghana,18,1.9,operator,laborer,male,2020-12-25,sunday,11.41,morning,4.8,mobile_equipment,other,pit_collapse,fracture,hand_finger,fatality,none
2562,INC-61017934,artisanal,surface,tanzania,22,6.0,operator,mechanic_repairman,female,2024-02-22,thursday,11.33,morning,4.2,hand_tools,cleaning_clearing,other,laceration,hand_finger,days_away,none
2563,INC-9F978C30,formal_small,surface,other,44,18.1,operator,truck_operator,male,2023-12-22,friday,17.23,evening,6.4,mobile_equipment,maintenance_repair,other,multiple,foot_lower_leg,days_away,full
2564,INC-982493E1,artisanal,surface,ghana,33,2.8,contractor,excavator_operator,male,2022-12-01,friday,15.53,evening,6.1,none,lifting_lowering,struck_by_object,fracture,hand_finger,fatality,none
2565,INC-5693E56C,formal_small,underground,south_africa,27,9.0,operator,driller,female,2020-11-05,friday,10.6,morning,2.0,drill_rig,drilling,hit_by_moving,fracture,hand_finger,days_away,full
2566,INC-8F175AE6,formal_large,surface,ghana,38,13.6,operator,supervisor,female,2021-06-24,monday,7.52,morning,4.3,components_parts,operating_equipment,struck_by_object,laceration,hand_finger,days_away,full
2567,INC-F8EFAF8B,formal_large,surface,ghana,46,12.4,contractor,truck_operator,male,2022-11-18,friday,14.74,evening,2.6,haul_truck,operating_equipment,other,amputation,hand_finger,days_away,partial
2568,INC-6830C7B0,artisanal,underground,other,35,15.9,contractor,supervisor,female,2020-06-02,monday,13.73,morning,0.9,drill_rig,charging_up,other,laceration,multiple,fatality,none
2569,INC-1FD60EFD,artisanal,underground,zimbabwe,33,7.7,contractor,laborer,male,2024-03-28,monday,20.08,evening,3.7,drill_rig,other,struck_by_rock,fracture,multiple,permanent_disability,none
2570,INC-27A75E67,formal_large,surface,tanzania,43,25.0,operator,truck_operator,male,2021-08-25,monday,12.02,morning,0.3,none,other,other,laceration,head_face,temporary_disability,full
2571,INC-16D94747,formal_small,underground,other,21,3.0,contractor,other,male,2024-07-12,wednesday,2.82,night,1.4,rock_drill,other,hit_by_moving,fracture,head_face,temporary_disability,full
2572,INC-A71D6F16,artisanal,surface,ethiopia,38,3.7,operator,laborer,male,2022-09-02,sunday,11.41,morning,5.8,mobile_equipment,operating_equipment,pit_collapse,laceration,hand_finger,days_away,none
2573,INC-13997E48,artisanal,surface,south_africa,33,14.3,operator,mechanic_repairman,male,2021-07-17,friday,12.0,morning,4.8,haul_truck,other,pit_collapse,laceration,foot_lower_leg,days_away,none
2574,INC-6767A56D,formal_small,surface,ethiopia,37,10.4,operator,other,male,2020-03-16,tuesday,11.57,morning,0.2,components_parts,cleaning_clearing,vehicle_motion,contusion,foot_lower_leg,fatality,partial
2575,INC-64AC7CDB,artisanal,underground,ghana,25,2.6,operator,supervisor,male,2024-02-04,friday,3.75,night,6.6,earth_moving,other,struck_by_rock,abrasion,torso,fatality,none
2576,INC-EFC832C4,artisanal,underground,ghana,34,2.6,contractor,other,male,2023-04-24,sunday,22.36,night,9.1,none,other,other,fracture,multiple,days_away,none
2577,INC-52315990,artisanal,surface,other,31,3.6,operator,supervisor,female,2024-05-23,friday,9.93,morning,11.3,mobile_equipment,maintenance_repair,other,laceration,hand_finger,temporary_disability,none
2578,INC-C49E8BA6,formal_large,surface,ghana,52,12.1,operator,other,male,2021-02-01,saturday,10.66,morning,7.2,mobile_equipment,cleaning_clearing,struck_by_object,laceration,head_face,days_away,partial
2579,INC-3F7F62E8,artisanal,surface,zimbabwe,26,10.0,contractor,truck_operator,male,2020-11-11,tuesday,12.84,morning,4.4,haul_truck,operating_equipment,falling,abrasion,torso,restricted_work,none
2580,INC-D44099C1,formal_large,surface,south_africa,48,18.2,operator,mechanic_repairman,male,2021-03-05,monday,14.21,evening,7.0,haul_truck,operating_equipment,hit_by_moving,multiple,upper_extremity,days_away,full
2581,INC-138DC807,artisanal,underground,south_africa,34,18.0,operator,other,female,2021-12-03,wednesday,2.77,night,5.8,rock_drill,other,falling_object,contusion,multiple,permanent_disability,none
2582,INC-D213FD7F,formal_large,surface,ethiopia,54,18.9,operator,excavator_operator,male,2021-11-18,thursday,13.36,morning,6.1,haul_truck,operating_equipment,other,multiple,torso,fatality,full
2583,INC-13B065E3,formal_large,underground,drc,33,15.0,operator,laborer,male,2023-11-18,thursday,11.52,morning,5.8,rock_drill,other,struck_by_rock,laceration,upper_extremity,fatality,partial
2584,INC-AEDDA908,formal_large,surface,ethiopia,55,17.4,operator,mechanic_repairman,male,2024-10-07,friday,7.42,morning,8.0,mobile_equipment,operating_equipment,other,burns,hand_finger,fatality,partial
2585,INC-83272108,formal_small,surface,ghana,42,8.1,operator,truck_operator,male,2020-01-27,tuesday,6.12,morning,6.9,mobile_equipment,other,other,burns,multiple,days_away,none
2586,INC-F7CC8D22,formal_large,surface,south_africa,58,15.1,contractor,truck_operator,male,2022-09-02,friday,15.86,evening,6.8,mobile_equipment,other,other,laceration,foot_lower_leg,days_away,full
2587,INC-E40D20AD,formal_large,underground,zimbabwe,43,18.4,operator,supervisor,male,2023-02-16,monday,14.31,evening,9.7,none,other,struck_by_rock,fracture,multiple,days_away,full
2588,INC-4C571164,formal_small,surface,zimbabwe,23,5.0,contractor,welder,male,2021-03-12,thursday,10.46,morning,11.4,light_vehicle,cleaning_clearing,struck_by_object,fracture,foot_lower_leg,fatality,full
2589,INC-D25EF00B,formal_small,surface,drc,51,21.3,operator,truck_operator,male,2022-01-27,saturday,7.08,morning,6.3,mobile_equipment,operating_equipment,struck_by_object,burns,torso,fatality,partial
2590,INC-109A26D1,artisanal,surface,ethiopia,31,1.9,contractor,truck_operator,male,2023-08-29,saturday,12.75,morning,4.9,mobile_equipment,other,pit_collapse,fracture,torso,first_aid,none
2591,INC-82E35953,artisanal,underground,other,26,10.0,operator,mechanic_repairman,male,2022-08-02,monday,9.69,morning,8.5,drill_rig,other,other,fracture,multiple,fatality,none
2592,INC-30A349E0,artisanal,underground,drc,29,11.2,operator,laborer,male,2020-04-26,monday,12.21,morning,5.5,earth_moving,other,other,fracture,multiple,days_away,none
2593,INC-A222196B,formal_large,underground,ghana,38,4.2,operator,laborer,male,2022-02-02,monday,21.87,evening,8.8,earth_moving,other,other,laceration,multiple,days_away,full
2594,INC-7D435FAF,formal_large,surface,ethiopia,39,17.3,operator,truck_operator,male,2021-08-17,monday,11.57,morning,2.3,mobile_equipment,other,other,fracture,hand_finger,days_away,partial
2595,INC-CD26ECA1,artisanal,underground,tanzania,40,5.3,contractor,supervisor,male,2020-12-22,saturday,13.72,morning,10.6,earth_moving,charging_up,falling_object,fracture,multiple,days_away,none
2596,INC-8A446C3E,formal_large,surface,other,29,11.0,contractor,laborer,male,2020-07-08,friday,12.8,morning,7.3,mobile_equipment,directing_equipment,vehicle_motion,fracture,hand_finger,days_away,full
2597,INC-8281372C,formal_small,underground,ghana,58,28.9,operator,mechanic_repairman,male,2021-09-28,thursday,22.11,night,1.5,none,other,struck_by_rock,multiple,head_face,days_away,none
2598,INC-228BE16F,artisanal,surface,ethiopia,40,10.5,operator,truck_operator,female,2024-04-20,thursday,13.24,morning,0.2,mobile_equipment,other,pit_collapse,abrasion,hand_finger,days_away,none
2599,INC-463330EF,artisanal,surface,ghana,32,14.5,operator,laborer,male,2024-04-21,thursday,13.24,morning,5.3,none,cleaning_clearing,pit_collapse,abrasion,foot_lower_leg,days_away,none
2600,INC-12658CBD,formal_small,underground,tanzania,38,19.6,operator,other,male,2020-10-12,saturday,20.93,evening,2.7,components_parts,other,other,fracture,torso,permanent_disability,full
2601,INC-0F092F7F,artisanal,underground,other,31,3.8,contractor,blaster,male,2023-01-20,friday,4.61,night,3.8,none,other,other,contusion,multiple,permanent_disability,none
2602,INC-33637048,formal_small,surface,other,57,18.8,operator,laborer,male,2023-09-08,tuesday,12.19,morning,0.4,haul_truck,other,other,laceration,foot_lower_leg,days_away,full
2603,INC-89DE06DF,artisanal,surface,south_africa,20,4.0,contractor,laborer,male,2022-05-21,friday,11.79,morning,0.9,mobile_equipment,lifting_lowering,struck_by_object,contusion,head_face,days_away,none
2604,INC-A69C30F3,formal_large,underground,south_africa,38,20.0,contractor,mechanic_repairman,female,2020-03-04,friday,2.1,night,1.1,rock_drill,barring_scaling,fall_from_height,multiple,torso,days_away,full
2605,INC-C41E3F65,formal_large,underground,drc,34,10.5,operator,supervisor,male,2023-07-13,wednesday,18.94,evening,7.7,none,other,other,laceration,multiple,days_away,partial
2606,INC-A36A0323,artisanal,underground,ethiopia,42,7.3,operator,driller,male,2020-10-29,tuesday,18.97,evening,5.2,earth_moving,other,hit_by_moving,abrasion,foot_lower_leg,temporary_disability,none
2607,INC-E03A3215,formal_large,surface,other,55,27.8,operator,other,male,2020-12-01,saturday,12.13,morning,6.2,mobile_equipment,operating_equipment,struck_by_object,multiple,torso,days_away,partial
2608,INC-DB825C15,artisanal,surface,ghana,38,1.8,contractor,other,female,2021-06-03,tuesday,17.16,evening,6.4,components_parts,maintenance_repair,struck_by_object,contusion,upper_extremity,fatality,none
2609,INC-5BFCFB0B,formal_small,underground,drc,42,24.0,operator,driller,male,2020-06-01,monday,22.53,night,2.7,drill_rig,other,fall_from_height,multiple,foot_lower_leg,days_away,none
2610,INC-FCEE0A7F,artisanal,underground,tanzania,36,11.1,operator,supervisor,female,2024-09-05,monday,9.26,morning,9.3,earth_moving,other,other,abrasion,head_face,days_away,none
2611,INC-C60FE327,artisanal,underground,south_africa,18,2.0,operator,mechanic_repairman,male,2022-09-28,tuesday,19.86,evening,9.0,none,other,struck_by_rock,contusion,multiple,days_away,none
2612,INC-B8949F76,formal_small,surface,south_africa,42,17.2,operator,mechanic_repairman,male,2024-01-28,monday,10.7,morning,10.1,hand_tools,maintenance_repair,fall_slip,fracture,upper_extremity,temporary_disability,partial
2613,INC-591B1161,artisanal,surface,tanzania,31,9.7,operator,truck_operator,male,2020-01-22,friday,10.88,morning,1.5,hand_tools,lifting_lowering,falling,laceration,multiple,days_away,none
2614,INC-771004CB,formal_large,surface,south_africa,30,12.0,contractor,supervisor,male,2020-12-11,sunday,6.63,morning,10.5,mobile_equipment,operating_equipment,trapped_between,laceration,multiple,restricted_work,full
2615,INC-57895254,formal_small,underground,drc,38,20.0,operator,laborer,male,2020-09-27,monday,0.52,night,4.7,components_parts,other,other,fracture,head_face,days_away,partial
2616,INC-9DED91A3,formal_large,surface,ethiopia,47,12.5,operator,supervisor,male,2020-05-10,friday,7.41,morning,6.0,mobile_equipment,other,other,multiple,hand_finger,days_away,full
